,,9,2.1,2.3,2,2.5,2.5,1.8,2,2.3,2.3,2.3,2.2,2.2,2.2,2.1,1.9,1.4,1.6,1.4,2,1.6,1.5,2.1,1.9,1.5,1.8,2.2,2.9,2.2,2.4,1.6,1.9,1.6,2.3,2.3,1.8,2.2,2,1.7,1.9,2.9,1.7,2.2,2.6,1.5,2,2.7,2.9,2.3
,10Å`12åé,10,2.4,2.7,1.9,2.6,2.4,1.7,2.1,2.1,1.8,2.2,2,2,2.4,1.7,2,1.7,1.5,1.4,1.8,1.8,1.2,2,2.1,1.3,1.8,2.1,2.8,2.1,1.9,1.4,2.3,1.4,2,2.2,1.7,1.4,2,1.4,1.9,2.8,2,2,2.1,1.8,1.4,2.6,2.7,2.2
,,11,2.4,2.7,1.9,2.6,2.4,1.7,2.1,2.1,1.8,2.2,2,2,2.4,1.7,2,1.7,1.5,1.4,1.8,1.8,1.2,2,2.1,1.3,1.8,2.1,2.8,2.1,1.9,1.4,2.3,1.4,2,2.2,1.7,1.4,2,1.4,1.9,2.8,2,2,2.1,1.8,1.4,2.6,2.7,2.2
,,12,2.4,2.7,1.9,2.6,2.4,1.7,2.1,2.1,1.8,2.2,2,2,2.4,1.7,2,1.7,1.5,1.4,1.8,1.8,1.2,2,2.1,1.3,1.8,2.1,2.8,2.1,1.9,1.4,2.3,1.4,2,2.2,1.7,1.4,2,1.4,1.9,2.8,2,2,2.1,1.8,1.4,2.6,2.7,2.2
2020îN,ÇPÅ`ÇRåé,1,2.5,3.1,2.1,2.6,3.3,2.1,2.2,2.4,2.1,2.3,2.4,2,2.6,2.1,2.3,1.8,1.6,1.4,1.3,2.1,1.2,2,1.8,1.1,2,2.7,2.9,2.5,2.4,2.3,2,1.7,2.2,2.3,1.3,1.9,2,2,2.2,2.8,2.2,2.1,2.7,2,2.1,2.1,3,2.4
,,2,2.5,3.1,2.1,2.6,3.3,2.1,2.2,2.4,2.1,2.3,2.4,2,2.6,2.1,2.3,1.8,1.6,1.4,1.3,2.1,1.2,2,1.8,1.1,2,2.7,2.9,2.5,2.4,2.3,2,1.7,2.2,2.3,1.3,1.9,2,2,2.2,2.8,2.2,2.1,2.7,2,2.1,2.1,3,2.4
,,3,2.5,3.1,2.1,2.6,3.3,2.1,2.2,2.4,2.1,2.3,2.4,2,2.6,2.1,2.3,1.8,1.6,1.4,1.3,2.1,1.2,2,1.8,1.1,2,2.7,2.9,2.5,2.4,2.3,2,1.7,2.2,2.3,1.3,1.9,2,2,2.2,2.8,2.2,2.1,2.7,2,2.1,2.1,3,2.4
,ÇSÅ`ÇUåé,4,3.3,2.8,2.6,2.9,3,2.4,2.5,2.5,2.4,2.1,3,2.7,3.2,3.1,2.2,1.9,1.8,1.4,2,1.9,1.4,2.2,2.3,1.4,2.1,2.7,3.3,2.8,2.5,2.3,2.6,0.8,2,2.2,1.9,2.2,2.4,1.7,2.7,3,1.8,2.6,3.3,2.3,2,2.8,3.5,2.8
,,5,3.3,2.8,2.6,2.9,3,2.4,2.5,2.5,2.4,2.1,3,2.7,3.2,3.1,2.2,1.9,1.8,1.4,2,1.9,1.4,2.2,2.3,1.4,2.1,2.7,3.3,2.8,2.5,2.3,2.6,0.8,2,2.2,1.9,2.2,2.4,1.7,2.7,3,1.8,2.6,3.3,2.3,2,2.8,3.5,2.8
,,6,3.3,2.8,2.6,2.9,3,2.4,2.5,2.5,2.4,2.1,3,2.7,3.2,3.1,2.2,1.9,1.8,1.4,2,1.9,1.4,2.2,2.3,1.4,2.1,2.7,3.3,2.8,2.5,2.3,2.6,0.8,2,2.2,1.9,2.2,2.4,1.7,2.7,3,1.8,2.6,3.3,2.3,2,2.8,3.5,2.8
,ÇVÅ`ÇXåé,7,2.7,2.9,2.6,3.1,2.6,2.3,2.4,2.3,2.3,2.1,3.1,3,3.5,3.4,2,1.7,1.9,1.4,1.8,2,1.8,2.6,3,2.2,2.5,2.6,3.9,2.8,2.7,2.3,2.3,1.1,2.2,2.4,2,2.2,2.2,2.2,3,3.1,2,2.5,2.5,1.6,2,2.8,3.5,3
,,8,2.7,2.9,2.6,3.1,2.6,2.3,2.4,2.3,2.3,2.1,3.1,3,3.5,3.4,2,1.7,1.9,1.4,1.8,2,1.8,2.6,3,2.2,2.5,2.6,3.9,2.8,2.7,2.3,2.3,1.1,2.2,2.4,2,2.2,2.2,2.2,3,3.1,2,2.5,2.5,1.6,2,2.8,3.5,3
,,9,2.7,2.9,2.6,3.1,2.6,2.3,2.4,2.3,2.3,2.1,3.1,3,3.5,3.4,2,1.7,1.9,1.4,1.8,2,1.8,2.6,3,2.2,2.5,2.6,3.9,2.8,2.7,2.3,2.3,1.1,2.2,2.4,2,2.2,2.2,2.2,3,3.1,2,2.5,2.5,1.6,2,2.8,3.5,3
,10Å`12åé,10,3.3,2.9,2.4,3.2,3.1,1.7,2.5,2.4,2.1,2.4,3.1,2.9,3,2.8,2.4,2.1,1.9,1.9,2,2.3,1.6,2.5,2.9,1.9,3,2.6,3.3,2.8,2.9,2.4,2.9,2.9,2.5,2.6,2.3,2.5,2.4,2.2,2.8,3.1,2.2,2.5,2.4,2,1.8,3.1,3.6,2.9
,,11,3.3,2.9,2.4,3.2,3.1,1.7,2.5,2.4,2.1,2.4,3.1,2.9,3,2.8,2.4,2.1,1.9,1.9,2,2.3,1.6,2.5,2.9,1.9,3,2.6,3.3,2.8,2.9,2.4,2.9,2.9,2.5,2.6,2.3,2.5,2.4,2.2,2.8,3.1,2.2,2.5,2.4,2,1.8,3.1,3.6,2.9
,,12,3.3,2.9,2.4,3.2,3.1,1.7,2.5,2.4,2.1,2.4,3.1,2.9,3,2.8,2.4,2.1,1.9,1.9,2,2.3,1.6,2.5,2.9,1.9,3,2.6,3.3,2.8,2.9,2.4,2.9,2.9,2.5,2.6,2.3,2.5,2.4,2.2,2.8,3.1,2.2,2.5,2.4,2,1.8,3.1,3.6,2.9
2021îN,ÇPÅ`ÇRåé,1,3.0,3.6,3.0,3.4,3.4,2.8,2.8,2.7,2.5,2.7,3.1,2.7,2.7,2.5,2.7,2.1,2.1,1.9,2.0,2.6,1.7,2.5,2.7,1.8,2.8,2.9,3.9,2.8,2.3,2.6,2.7,2.3,2.5,2.5,1.8,2.2,2.3,2.4,2.0,3.1,1.4,2.5,2.9,2.2,2.5,2.8,3.8,2.8
,,2,3.0,3.6,3.0,3.4,3.4,2.8,2.8,2.7,2.5,2.7,3.1,2.7,2.7,2.5,2.7,2.1,2.1,1.9,2.0,2.6,1.7,2.5,2.7,1.8,2.8,2.9,3.9,2.8,2.3,2.6,2.7,2.3,2.5,2.5,1.8,2.2,2.3,2.4,2.0,3.1,1.4,2.5,2.9,2.2,2.5,2.8,3.8,2.8
,,3,3.0,3.6,3.0,3.4,3.4,2.8,2.8,2.7,2.5,2.7,3.1,2.7,2.7,2.5,2.7,2.1,2.1,1.9,2.0,2.6,1.7,2.5,2.7,1.8,2.8,2.9,3.9,2.8,2.3,2.6,2.7,2.3,2.5,2.5,1.8,2.2,2.3,2.4,2.0,3.1,1.4,2.5,2.9,2.2,2.5,2.8,3.8,2.8
